timestamp,room_temp,room_hum,room_batt_mv,cpu_usage,cpu_temp,gpu_temp,gpu_usage,ram_usage,disk_usage
2026-05-20 10:19:49,24.67,41,2875,0.80,,30.00,0.00,21.20,11.30
2026-05-20 10:20:19,24.66,41,2875,0.40,,30.00,0.00,21.20,11.30
2026-05-20 10:20:50,24.67,41,2875,1.00,,30.00,0.00,21.10,11.30
2026-05-20 10:21:20,24.72,41,2875,3.10,,30.00,0.00,21.10,11.30
2026-05-20 10:21:51,24.70,40,2875,0.70,,30.00,0.00,21.20,11.30
2026-05-20 10:22:21,24.76,40,2875,3.00,,30.00,0.00,21.20,11.30
2026-05-20 10:22:52,24.77,40,2875,3.80,,30.00,0.00,21.30,11.30
2026-05-20 10:23:22,24.82,39,2875,0.40,,30.00,0.00,21.20,11.30
2026-05-20 10:23:53,24.82,39,2875,1.00,,30.00,0.00,21.20,11.30
2026-05-20 10:24:23,24.82,39,2865,0.60,,30.00,0.00,21.20,11.30
2026-05-20 10:24:54,24.86,39,2865,1.60,,30.00,0.00,21.20,11.30
2026-05-20 10:25:24,24.86,39,2865,2.10,,30.00,0.00,21.20,11.30
2026-05-20 10:25:55,24.89,39,2865,0.50,,30.00,1.00,21.20,11.30
2026-05-20 10:26:25,24.91,39,2865,0.20,,30.00,0.00,21.20,11.30
2026-05-20 10:26:56,24.95,39,2865,0.90,,30.00,0.00,21.20,11.30
2026-05-20 10:27:26,24.95,39,2865,0.40,,30.00,0.00,21.20,11.30
2026-05-20 10:27:57,24.95,39,2865,0.50,,30.00,0.00,21.20,11.30
2026-05-20 10:28:27,24.99,38,2865,0.40,,30.00,0.00,21.20,11.30
2026-05-20 10:28:58,25.00,38,2865,1.00,,30.00,0.00,21.10,11.30
2026-05-20 10:29:28,24.99,38,2866,0.60,,30.00,1.00,21.10,11.30
2026-05-20 10:29:59,25.02,38,2866,0.40,,30.00,0.00,21.20,11.30
2026-05-20 10:30:30,25.06,38,2866,0.50,,30.00,0.00,21.20,11.30
2026-05-20 10:31:00,25.07,38,2866,1.20,,30.00,0.00,21.20,11.30
2026-05-20 10:31:31,25.08,38,2866,0.40,,30.00,1.00,21.20,11.30
2026-05-20 10:32:01,25.09,38,2866,0.80,,30.00,0.00,21.10,11.30
2026-05-20 10:32:32,25.13,38,2866,0.60,,30.00,0.00,21.10,11.30
2026-05-20 10:33:02,25.11,38,2866,0.90,,30.00,0.00,21.10,11.30
2026-05-20 10:33:33,25.14,38,2866,1.20,,30.00,0.00,21.20,11.30
2026-05-20 10:34:03,25.17,38,2866,0.60,,30.00,0.00,21.20,11.30
2026-05-20 10:34:34,25.19,38,2862,0.70,,30.00,0.00,21.20,11.30
2026-05-20 10:35:04,25.20,38,2862,1.90,,30.00,0.00,21.20,11.30
2026-05-20 10:35:35,25.25,38,2862,0.80,,30.00,0.00,21.20,11.40
2026-05-20 10:36:05,25.26,38,2862,4.80,,30.00,1.00,21.40,11.30
2026-05-20 10:36:36,25.29,38,2862,4.50,,30.00,0.00,21.40,11.30
2026-05-20 10:37:06,25.32,38,2862,1.30,,30.00,0.00,21.40,11.30
2026-05-20 10:37:37,25.34,38,2862,1.10,,30.00,0.00,21.40,11.30
2026-05-20 10:38:07,25.42,39,2862,1.60,,30.00,0.00,21.50,11.30
2026-05-20 10:38:38,25.44,39,2862,1.70,,30.00,0.00,21.50,11.30
2026-05-20 10:39:08,25.46,39,2862,0.60,,30.00,0.00,21.50,11.30
2026-05-20 10:39:38,25.50,39,2864,0.50,,30.00,0.00,21.50,11.30
2026-05-20 10:40:09,25.51,39,2864,1.60,,30.00,0.00,21.50,11.30
2026-05-20 10:40:40,25.54,39,2864,1.10,,30.00,0.00,21.50,11.30
2026-05-20 10:41:10,25.59,39,2864,0.80,,30.00,0.00,21.50,11.30
2026-05-20 10:41:41,25.62,39,2864,0.90,,30.00,1.00,21.50,11.30
2026-05-20 10:42:11,25.62,39,2864,1.00,,30.00,0.00,21.40,11.30
2026-05-20 10:42:42,25.68,39,2864,1.50,,30.00,0.00,21.40,11.30
2026-05-20 10:43:12,25.66,38,2864,0.70,,30.00,1.00,21.40,11.30
2026-05-20 10:43:43,25.68,38,2864,2.90,,30.00,1.00,21.40,11.30
2026-05-20 10:44:13,25.70,38,2864,2.00,,30.00,0.00,21.40,11.30
2026-05-20 10:44:44,25.71,38,2862,0.30,,30.00,0.00,21.40,11.30
2026-05-20 10:45:14,25.75,38,2862,0.50,,30.00,0.00,21.40,11.30
2026-05-20 10:45:45,25.72,37,2862,0.80,,30.00,0.00,21.40,11.30
2026-05-20 10:46:15,25.77,37,2862,0.70,,30.00,0.00,21.40,11.30
2026-05-20 10:46:46,25.78,37,2862,0.50,,30.00,0.00,21.40,11.30
2026-05-20 10:47:16,25.80,37,2862,0.50,,30.00,0.00,21.40,11.30
2026-05-20 10:47:47,25.83,37,2862,5.80,,30.00,0.00,21.30,11.30
2026-05-20 10:48:17,25.83,37,2862,0.50,,30.00,0.00,21.40,11.30
2026-05-20 10:48:48,25.87,37,2862,0.80,,30.00,0.00,21.40,11.30
2026-05-20 10:49:18,25.86,37,2860,1.50,,30.00,1.00,21.40,11.30
2026-05-20 10:49:49,25.89,37,2860,2.00,,30.00,0.00,21.40,11.30
2026-05-20 10:50:19,25.89,37,2860,1.70,,30.00,0.00,21.40,11.30
2026-05-20 10:50:50,25.90,37,2860,0.70,,30.00,0.00,21.40,11.30
2026-05-20 10:51:20,25.92,37,2860,1.50,,30.00,0.00,21.40,11.30
2026-05-20 10:51:51,25.93,37,2860,5.50,,30.00,0.00,21.40,11.30
2026-05-20 10:52:21,25.94,37,2860,0.70,,30.00,1.00,21.40,11.30
2026-05-20 10:52:52,25.96,37,2860,0.50,,30.00,0.00,21.40,11.30
2026-05-20 10:53:22,25.99,37,2860,7.70,,30.00,0.00,21.40,11.30
2026-05-20 10:53:53,26.03,37,2860,0.70,,30.00,0.00,21.40,11.30
2026-05-20 10:54:23,26.02,37,2860,0.40,,30.00,0.00,21.40,11.30
2026-05-20 10:54:54,26.07,37,2860,0.90,,30.00,0.00,21.40,11.30
2026-05-20 10:55:24,26.10,37,2860,0.60,,30.00,1.00,21.40,11.30
2026-05-20 10:55:55,26.13,37,2860,20.20,,30.00,0.00,21.50,11.30
2026-05-20 10:56:25,26.14,37,2860,2.90,,30.00,0.00,21.40,11.30
2026-05-20 10:56:56,26.18,37,2860,18.90,,30.00,0.00,21.40,11.30
2026-05-20 10:57:26,26.20,37,2860,0.30,,30.00,0.00,21.40,11.30
2026-05-20 10:57:57,26.23,37,2860,14.10,,30.00,0.00,21.40,11.30
2026-05-20 10:58:27,26.26,37,2860,0.50,,30.00,0.00,21.50,11.30
2026-05-20 10:58:58,26.27,37,2860,4.60,,30.00,0.00,21.40,11.30
2026-05-20 10:59:28,26.33,37,2860,0.70,,30.00,0.00,21.40,11.30
2026-05-20 10:59:59,26.37,37,2860,0.30,,30.00,0.00,21.40,11.30
2026-05-20 11:00:30,26.40,37,2860,1.10,,31.00,0.00,21.40,11.30
2026-05-20 11:01:00,26.40,37,2860,0.60,,31.00,0.00,21.40,11.30
2026-05-20 11:01:31,26.41,38,2860,0.60,,31.00,0.00,21.40,11.30
2026-05-20 11:02:01,26.43,38,2860,0.40,,31.00,0.00,21.40,11.30
2026-05-20 11:02:32,26.45,38,2860,0.50,,31.00,0.00,21.40,11.30
2026-05-20 11:03:02,26.47,38,2860,0.90,,31.00,1.00,21.40,11.30
2026-05-20 11:03:33,26.46,38,2860,1.80,,31.00,1.00,21.40,11.30
2026-05-20 11:04:03,26.49,38,2860,4.40,,31.00,0.00,21.40,11.30
2026-05-20 11:04:34,26.52,37,2859,0.40,,31.00,0.00,21.40,11.30
