timestamp,room_temp,room_hum,room_batt_mv,cpu_usage,cpu_temp,gpu_temp,gpu_usage,ram_usage,disk_usage
2026-05-20 12:25:56,27.71,34,2878,18.40,,30.00,0.00,21.60,11.40
2026-05-20 12:26:27,27.77,34,2878,13.80,,30.00,0.00,21.50,11.40
2026-05-20 12:26:57,27.78,34,2878,13.20,,30.00,0.00,21.50,11.40
2026-05-20 12:27:28,27.79,34,2878,1.80,,30.00,1.00,21.50,11.40
2026-05-20 12:27:58,27.82,34,2878,27.40,,30.00,0.00,21.50,11.40
2026-05-20 12:28:29,27.86,34,2878,15.10,,30.00,0.00,21.60,11.40
2026-05-20 12:28:59,27.86,34,2878,3.70,,30.00,0.00,21.50,11.40
2026-05-20 12:29:30,27.89,34,2854,14.20,,30.00,0.00,21.50,11.40
2026-05-20 12:30:00,27.87,35,2854,0.70,,30.00,0.00,21.50,11.40
2026-05-20 12:30:31,27.86,35,2854,12.70,,30.00,0.00,21.50,11.40
2026-05-20 12:31:01,27.82,35,2854,13.70,,30.00,1.00,21.50,11.40
2026-05-20 12:31:32,27.82,35,2854,0.90,,30.00,0.00,21.50,11.40
2026-05-20 12:32:02,27.81,35,2854,14.60,,30.00,0.00,21.50,11.40
2026-05-20 12:32:33,27.78,35,2854,13.20,,30.00,1.00,21.60,11.40
2026-05-20 12:33:03,27.81,35,2854,2.80,,30.00,0.00,21.50,11.40
2026-05-20 12:33:34,27.84,35,2854,13.00,,30.00,0.00,21.50,11.40
2026-05-20 12:34:04,27.81,34,2854,1.30,,30.00,0.00,21.50,11.40
2026-05-20 12:34:35,27.84,34,2858,21.00,,30.00,0.00,21.60,11.40
2026-05-20 12:35:05,27.83,34,2858,3.00,,30.00,1.00,21.50,11.40
2026-05-20 12:35:35,27.88,34,2858,15.90,,30.00,0.00,21.60,11.40
2026-05-20 12:36:06,27.90,34,2858,18.90,,30.00,0.00,21.60,11.40
2026-05-20 12:36:36,27.93,34,2858,16.00,,30.00,0.00,21.50,11.40
2026-05-20 12:37:07,27.91,33,2858,15.60,,30.00,0.00,21.60,11.40
2026-05-20 12:37:37,27.96,33,2858,14.70,,30.00,0.00,21.60,11.40
2026-05-20 12:38:08,27.94,33,2858,0.90,,30.00,0.00,21.50,11.40
2026-05-20 12:38:38,27.98,33,2858,2.10,,30.00,0.00,21.50,11.40
2026-05-20 12:39:09,27.98,33,2858,0.70,,30.00,0.00,21.50,11.40
2026-05-20 12:39:39,27.94,33,2857,1.00,,30.00,0.00,21.50,11.40
2026-05-20 12:40:10,27.98,33,2857,14.40,,30.00,0.00,21.60,11.40
2026-05-20 12:40:40,27.94,33,2857,13.70,,30.00,0.00,21.60,11.40
2026-05-20 12:41:11,27.96,33,2857,0.90,,30.00,0.00,21.50,11.40
2026-05-20 12:41:41,27.97,33,2857,0.80,,30.00,0.00,21.60,11.40
2026-05-20 12:42:12,27.96,33,2857,0.60,,30.00,0.00,21.50,11.40
2026-05-20 12:42:42,27.98,33,2857,15.50,,30.00,0.00,21.60,11.40
2026-05-20 12:43:13,28.01,33,2857,0.70,,30.00,0.00,21.60,11.40
2026-05-20 12:43:43,27.99,33,2857,15.10,,30.00,0.00,21.60,11.40
2026-05-20 12:44:14,28.03,33,2858,3.10,,30.00,0.00,21.60,11.40
2026-05-20 12:44:44,28.01,33,2858,1.20,,30.00,0.00,21.60,11.40
2026-05-20 12:45:15,28.03,33,2858,0.60,,30.00,1.00,21.50,11.40
2026-05-20 12:45:45,28.06,33,2858,0.90,,30.00,0.00,21.50,11.40
2026-05-20 12:46:16,28.09,33,2858,0.60,,31.00,0.00,21.50,11.40
2026-05-20 12:46:46,28.10,33,2858,0.40,,31.00,0.00,21.50,11.40
2026-05-20 12:47:17,28.13,33,2858,0.50,,31.00,0.00,21.50,11.40
2026-05-20 12:47:47,28.08,33,2858,0.90,,31.00,0.00,21.50,11.30
2026-05-20 12:48:18,28.13,33,2858,0.60,,31.00,0.00,21.50,11.30
2026-05-20 12:48:48,28.12,33,2858,0.80,,31.00,0.00,21.50,11.30
2026-05-20 12:49:19,28.13,34,2856,0.60,,31.00,0.00,21.50,11.40
2026-05-20 12:49:49,28.14,34,2856,1.30,,31.00,0.00,21.60,11.40
2026-05-20 12:50:20,28.16,34,2856,0.50,,31.00,1.00,21.50,11.40
2026-05-20 12:50:50,28.13,34,2856,0.50,,31.00,1.00,21.50,11.40
2026-05-20 12:51:21,28.08,34,2856,1.40,,31.00,0.00,21.50,11.40
2026-05-20 12:51:51,28.06,34,2856,0.60,,31.00,0.00,21.50,11.40
2026-05-20 12:52:22,28.12,34,2856,2.80,,31.00,0.00,21.50,11.40
2026-05-20 12:52:52,28.08,34,2856,4.50,,31.00,0.00,21.50,11.40
2026-05-20 12:53:23,28.08,34,2856,0.40,,31.00,0.00,21.50,11.40
2026-05-20 12:53:53,28.05,34,2856,13.90,,31.00,0.00,21.50,11.40
2026-05-20 12:54:24,28.06,34,2858,0.30,,30.00,0.00,21.50,11.40
2026-05-20 12:54:54,28.05,34,2858,13.90,,30.00,0.00,21.40,11.40
2026-05-20 12:55:25,28.08,33,2858,3.50,,30.00,0.00,21.50,11.40
2026-05-20 12:55:55,28.07,33,2858,0.50,,30.00,0.00,21.50,11.40
2026-05-20 12:56:26,28.12,33,2858,0.70,,30.00,1.00,21.50,11.40
2026-05-20 12:56:56,28.11,33,2858,0.60,,30.00,0.00,21.50,11.40
2026-05-20 12:57:27,28.12,33,2858,6.10,,30.00,0.00,21.40,11.40
2026-05-20 12:57:57,28.11,33,2858,1.00,,30.00,0.00,21.40,11.40
2026-05-20 12:58:28,28.10,33,2858,0.80,,30.00,0.00,21.40,11.40
2026-05-20 12:58:58,28.08,33,2858,1.10,,30.00,0.00,21.40,11.40
2026-05-20 12:59:29,28.12,33,2857,2.00,,30.00,0.00,21.50,11.40
2026-05-20 12:59:59,28.07,33,2857,4.40,,30.00,0.00,22.20,11.40
2026-05-20 13:00:30,28.09,33,2857,5.20,,30.00,1.00,22.40,11.40
2026-05-20 13:01:00,28.10,33,2857,0.50,,30.00,0.00,21.70,11.40
2026-05-20 13:01:31,28.08,33,2857,1.00,,30.00,0.00,21.60,11.40
2026-05-20 13:02:01,28.02,33,2857,4.20,,30.00,0.00,21.70,11.40
2026-05-20 13:02:32,28.00,33,2857,0.50,,30.00,0.00,21.60,11.40
2026-05-20 13:03:02,28.04,33,2857,6.10,,30.00,0.00,21.60,11.40
2026-05-20 13:03:33,28.01,33,2857,0.70,,30.00,0.00,21.60,11.40
2026-05-20 13:04:03,27.97,33,2857,0.40,,30.00,0.00,21.60,11.40
2026-05-20 13:04:34,28.03,33,2858,0.90,,30.00,0.00,21.60,11.40
2026-05-20 13:05:04,28.01,33,2858,0.60,,31.00,0.00,21.60,11.40
2026-05-20 13:05:35,28.01,33,2858,0.70,,31.00,0.00,21.60,11.40
2026-05-20 13:06:05,28.01,33,2858,0.50,,31.00,1.00,21.60,11.40
2026-05-20 13:06:36,28.06,33,2858,1.90,,31.00,0.00,21.70,11.40
2026-05-20 13:07:06,28.07,33,2858,0.70,,31.00,0.00,21.70,11.40
2026-05-20 13:07:37,28.07,33,2858,0.70,,31.00,0.00,21.70,11.40
2026-05-20 13:08:07,28.06,33,2858,0.50,,31.00,0.00,21.70,11.40
2026-05-20 13:08:38,28.07,33,2858,1.10,,31.00,0.00,21.70,11.40
2026-05-20 13:09:08,28.12,33,2858,0.90,,31.00,0.00,21.70,11.40
2026-05-20 13:09:39,28.10,33,2853,11.10,,31.00,0.00,21.90,11.40
2026-05-20 13:10:09,28.09,34,2853,1.20,,31.00,0.00,21.80,11.40
2026-05-20 13:10:40,28.06,34,2853,0.90,,31.00,0.00,21.70,11.40
2026-05-20 13:11:10,28.03,34,2853,0.50,,31.00,0.00,21.70,11.40
2026-05-20 13:11:41,28.00,34,2853,0.70,,31.00,0.00,21.70,11.40
2026-05-20 13:12:11,27.98,34,2853,0.80,,31.00,1.00,21.70,11.40
2026-05-20 13:12:42,27.98,34,2853,0.80,,31.00,0.00,21.70,11.40
2026-05-20 13:13:12,27.98,34,2853,0.70,,31.00,0.00,21.70,11.40
2026-05-20 13:13:43,27.97,34,2853,0.50,,31.00,0.00,21.70,11.40
2026-05-20 13:14:13,28.02,34,2853,0.70,,31.00,0.00,21.70,11.40
2026-05-20 13:14:44,28.02,33,2858,1.90,,31.00,0.00,21.80,11.40
2026-05-20 13:15:14,28.04,33,2858,0.50,,31.00,0.00,21.80,11.40
2026-05-20 13:15:45,28.04,33,2858,1.00,,31.00,0.00,21.80,11.40
2026-05-20 13:16:15,28.03,33,2858,0.60,,30.00,0.00,21.80,11.40
2026-05-20 13:16:46,28.06,33,2858,0.60,,30.00,0.00,21.80,11.40
2026-05-20 13:17:16,28.04,33,2858,5.60,,30.00,0.00,21.80,11.40
2026-05-20 13:17:47,28.03,33,2858,1.10,,30.00,1.00,21.80,11.40
2026-05-20 13:18:17,28.02,33,2858,0.50,,30.00,0.00,21.70,11.40
2026-05-20 13:18:48,28.02,32,2858,1.40,,30.00,0.00,21.70,11.40
2026-05-20 13:19:18,28.05,33,2858,1.20,,30.00,0.00,21.70,11.40
2026-05-20 13:19:49,27.98,33,2858,0.50,,30.00,0.00,21.70,11.40
2026-05-20 13:20:19,27.98,33,2858,4.70,,30.00,0.00,21.70,11.40
2026-05-20 13:20:50,27.92,33,2858,0.70,,30.00,0.00,21.70,11.40
2026-05-20 13:21:20,27.93,33,2858,2.40,,30.00,0.00,21.70,11.40
2026-05-20 13:21:51,27.92,33,2858,5.60,,30.00,0.00,21.70,11.40
2026-05-20 13:22:21,27.94,33,2858,2.40,,30.00,0.00,21.70,11.40
2026-05-20 13:22:52,27.92,33,2858,0.90,,30.00,0.00,21.70,11.40
2026-05-20 13:23:22,27.91,33,2858,0.20,,30.00,0.00,21.70,11.40
2026-05-20 13:23:53,27.92,33,2858,0.70,,31.00,1.00,21.70,11.40
2026-05-20 13:24:23,27.93,33,2856,0.50,,31.00,0.00,21.70,11.40
2026-05-20 13:24:54,27.95,33,2856,1.30,,31.00,0.00,21.80,11.40
2026-05-20 13:25:24,27.94,33,2856,2.00,,31.00,0.00,21.80,11.40
2026-05-20 13:25:55,27.96,33,2856,0.60,,31.00,0.00,21.80,11.40
2026-05-20 13:26:25,27.96,33,2856,0.40,,31.00,0.00,21.80,11.40
2026-05-20 13:26:56,27.97,33,2856,0.60,,31.00,0.00,21.80,11.40
2026-05-20 13:27:26,27.96,33,2856,0.40,,31.00,0.00,21.80,11.40
2026-05-20 13:27:57,28.04,33,2856,3.70,,31.00,0.00,21.90,11.40
2026-05-20 13:28:28,28.03,33,2856,1.20,,31.00,0.00,21.90,11.40
2026-05-20 13:28:58,28.00,33,2856,0.60,,31.00,0.00,21.80,11.40
2026-05-20 13:29:29,27.99,33,2854,0.60,,31.00,0.00,21.80,11.40
2026-05-20 13:29:59,28.07,33,2854,0.50,,31.00,0.00,21.80,11.40
2026-05-20 13:30:30,28.02,33,2854,0.50,,31.00,0.00,21.80,11.40
2026-05-20 13:31:00,28.04,33,2854,0.50,,31.00,0.00,21.80,11.40
2026-05-20 13:31:31,28.02,34,2854,0.60,,31.00,0.00,21.90,11.40
2026-05-20 13:32:01,27.97,34,2854,0.80,,31.00,0.00,21.90,11.40
2026-05-20 13:32:32,28.01,33,2854,15.50,,31.00,0.00,21.90,11.40
2026-05-20 13:33:02,27.98,33,2854,13.40,,31.00,0.00,21.90,11.40
2026-05-20 13:33:33,27.98,33,2854,13.30,,31.00,0.00,21.90,11.40
2026-05-20 13:34:03,27.99,33,2854,14.60,,30.00,0.00,21.90,11.40
2026-05-20 13:34:34,28.03,33,2857,1.00,,30.00,0.00,21.80,11.40
2026-05-20 13:35:04,28.04,33,2857,0.60,,30.00,0.00,21.90,11.40
2026-05-20 13:35:35,28.04,33,2857,1.20,,30.00,0.00,21.90,11.40
2026-05-20 13:36:05,28.03,32,2857,0.90,,30.00,0.00,22.00,11.40
2026-05-20 13:36:36,28.04,32,2857,0.60,,30.00,0.00,22.10,11.40
2026-05-20 13:37:06,28.04,32,2857,14.10,,30.00,0.00,22.00,11.40
2026-05-20 13:37:37,28.07,32,2857,0.50,,30.00,0.00,21.90,11.40
2026-05-20 13:38:07,28.03,32,2857,15.80,,30.00,0.00,21.90,11.40
2026-05-20 13:38:37,28.04,32,2857,17.30,,30.00,0.00,21.90,11.40
2026-05-20 13:39:08,28.06,32,2857,14.30,,30.00,0.00,21.90,11.40
2026-05-20 13:39:38,28.03,32,2857,14.30,,30.00,0.00,21.90,11.40
2026-05-20 13:40:09,28.04,32,2857,0.60,,30.00,0.00,21.90,11.40
2026-05-20 13:40:39,28.07,32,2857,14.40,,30.00,0.00,21.90,11.40
2026-05-20 13:41:10,28.05,32,2857,0.50,,30.00,1.00,21.90,11.40
2026-05-20 13:41:40,28.06,32,2857,14.40,,30.00,1.00,21.90,11.40
2026-05-20 13:42:11,28.07,32,2857,0.50,,30.00,0.00,21.90,11.40
2026-05-20 13:42:41,28.08,32,2857,0.80,,30.00,0.00,21.80,11.40
2026-05-20 13:43:12,28.10,32,2857,0.50,,30.00,0.00,21.80,11.40
2026-05-20 13:43:42,28.10,32,2857,1.90,,30.00,0.00,21.80,11.40
2026-05-20 13:44:13,28.08,32,2859,1.70,,30.00,0.00,21.90,11.40
2026-05-20 13:44:43,28.09,32,2859,0.60,,30.00,0.00,21.80,11.40
2026-05-20 13:45:14,28.11,32,2859,0.30,,30.00,0.00,21.80,11.40
2026-05-20 13:45:44,28.12,32,2859,3.70,,31.00,1.00,21.80,11.40
2026-05-20 13:46:15,28.12,32,2859,0.60,,31.00,0.00,21.80,11.40
2026-05-20 13:46:45,28.10,32,2859,0.50,,31.00,0.00,21.80,11.40
2026-05-20 13:47:16,28.10,32,2859,2.80,,31.00,0.00,21.80,11.40
2026-05-20 13:47:46,28.14,32,2859,1.10,,31.00,0.00,21.80,11.40
2026-05-20 13:48:17,28.17,32,2859,1.00,,31.00,0.00,21.90,11.40
2026-05-20 13:48:47,28.14,32,2859,14.90,,31.00,0.00,21.90,11.40
2026-05-20 13:49:18,28.14,32,2856,1.80,,31.00,0.00,21.90,11.40
2026-05-20 13:49:48,28.15,33,2856,13.20,,31.00,0.00,21.90,11.40
2026-05-20 13:50:19,28.16,33,2856,0.70,,31.00,0.00,21.90,11.40
2026-05-20 13:50:49,28.12,33,2856,14.50,,31.00,0.00,21.90,11.40
2026-05-20 13:51:20,28.07,33,2856,2.90,,31.00,1.00,21.80,11.40
2026-05-20 13:51:50,28.04,33,2856,7.90,,30.00,0.00,21.80,11.40
2026-05-20 13:52:21,28.05,33,2856,0.70,,30.00,0.00,21.80,11.40
2026-05-20 13:52:51,28.06,33,2856,13.30,,30.00,0.00,21.80,11.40
2026-05-20 13:53:22,28.03,33,2856,14.20,,30.00,0.00,21.80,11.40
2026-05-20 13:53:52,28.01,33,2856,0.70,,30.00,0.00,21.80,11.40
2026-05-20 13:54:23,28.04,33,2859,1.60,,30.00,0.00,21.80,11.40
2026-05-20 13:54:53,28.05,32,2859,0.60,,30.00,0.00,21.80,11.40
2026-05-20 13:55:24,28.05,32,2859,0.30,,30.00,1.00,21.80,11.40
2026-05-20 13:55:54,28.01,32,2859,2.30,,30.00,0.00,21.80,11.40
2026-05-20 13:56:25,28.01,32,2859,0.40,,30.00,0.00,21.90,11.40
2026-05-20 13:56:55,28.06,32,2859,0.30,,30.00,0.00,21.90,11.40
2026-05-20 13:57:26,28.01,32,2859,0.70,,30.00,0.00,21.80,11.40
2026-05-20 13:57:56,28.00,32,2859,2.00,,30.00,0.00,21.80,11.40
2026-05-20 13:58:27,27.97,32,2859,2.70,,30.00,0.00,21.80,11.40
2026-05-20 13:58:57,27.97,32,2859,1.20,,30.00,0.00,21.80,11.40
2026-05-20 13:59:28,27.94,32,2857,1.30,,30.00,2.00,21.90,11.40
2026-05-20 13:59:58,27.92,32,2857,17.10,,30.00,0.00,21.90,11.40
2026-05-20 14:00:29,27.96,32,2857,13.10,,30.00,0.00,21.90,11.40
2026-05-20 14:00:59,27.92,32,2857,14.60,,30.00,0.00,22.00,11.40
2026-05-20 14:01:30,27.94,32,2857,16.00,,30.00,0.00,22.00,11.40
2026-05-20 14:02:00,27.93,32,2857,3.80,,30.00,0.00,22.00,11.40
2026-05-20 14:02:31,27.92,32,2857,13.10,,30.00,0.00,22.00,11.40
2026-05-20 14:03:01,27.93,32,2857,0.50,,30.00,0.00,22.00,11.40
2026-05-20 14:03:32,27.95,32,2857,14.40,,30.00,0.00,22.00,11.40
2026-05-20 14:04:02,27.93,32,2857,0.90,,30.00,0.00,22.00,11.40
2026-05-20 14:04:32,27.93,32,2856,14.20,,30.00,0.00,22.00,11.40
2026-05-20 14:05:03,27.95,32,2856,15.70,,30.00,0.00,22.10,11.40
2026-05-20 14:05:33,27.93,32,2856,0.80,,30.00,0.00,21.90,11.40
2026-05-20 14:06:04,27.95,32,2856,2.90,,30.00,0.00,22.00,11.40
2026-05-20 14:06:34,27.94,32,2856,4.00,,30.00,0.00,22.00,11.40
2026-05-20 14:07:05,27.94,32,2856,14.80,,30.00,0.00,22.00,11.40
2026-05-20 14:07:35,27.96,32,2856,0.80,,30.00,0.00,22.00,11.40
2026-05-20 14:08:06,27.95,32,2856,7.40,,30.00,0.00,22.00,11.40
2026-05-20 14:08:36,27.94,32,2856,0.40,,30.00,0.00,21.90,11.40
2026-05-20 14:09:07,27.93,32,2856,14.30,,30.00,0.00,21.90,11.40
2026-05-20 14:09:37,27.93,32,2858,1.10,,30.00,0.00,22.00,11.40
2026-05-20 14:10:08,27.92,33,2858,14.60,,30.00,0.00,22.00,11.40
2026-05-20 14:10:38,27.90,33,2858,0.50,,30.00,1.00,22.00,11.40
2026-05-20 14:11:09,27.92,33,2858,0.70,,30.00,0.00,22.00,11.40
2026-05-20 14:11:39,27.88,33,2858,9.40,,31.00,0.00,21.90,11.40
2026-05-20 14:12:10,27.87,33,2858,1.50,,31.00,1.00,21.90,11.40
2026-05-20 14:12:40,27.85,33,2858,0.60,,31.00,0.00,21.90,11.40
2026-05-20 14:13:11,27.83,33,2858,0.90,,31.00,0.00,21.90,11.40
2026-05-20 14:13:41,27.83,33,2858,2.10,,31.00,0.00,21.90,11.40
2026-05-20 14:14:12,27.84,33,2856,5.30,,31.00,0.00,22.00,11.40
2026-05-20 14:14:42,27.78,33,2856,2.20,,31.00,0.00,22.00,11.40
2026-05-20 14:15:13,27.80,33,2856,1.20,,31.00,0.00,22.00,11.40
2026-05-20 14:15:43,27.80,33,2856,0.30,,31.00,0.00,22.00,11.40
2026-05-20 14:16:14,27.78,33,2856,0.70,,30.00,0.00,22.00,11.40
2026-05-20 14:16:44,27.80,33,2856,0.50,,30.00,1.00,22.00,11.40
2026-05-20 14:17:15,27.76,32,2856,0.90,,30.00,0.00,22.00,11.40
2026-05-20 14:17:45,27.77,32,2856,1.00,,30.00,0.00,21.90,11.40
2026-05-20 14:18:16,27.76,32,2856,1.20,,30.00,0.00,21.90,11.40
2026-05-20 14:18:46,27.75,32,2856,0.50,,30.00,0.00,21.90,11.40
2026-05-20 14:19:17,27.70,32,2854,0.70,,30.00,0.00,22.00,11.40
2026-05-20 14:19:47,27.69,32,2854,0.80,,30.00,0.00,22.00,11.40
2026-05-20 14:20:18,27.64,32,2854,1.80,,30.00,0.00,22.00,11.40
2026-05-20 14:20:48,27.62,32,2854,1.30,,30.00,1.00,22.00,11.40
2026-05-20 14:21:19,27.60,32,2854,0.70,,30.00,0.00,22.00,11.40
2026-05-20 14:21:49,27.54,32,2854,0.20,,30.00,0.00,22.00,11.40
2026-05-20 14:22:20,27.54,32,2854,1.10,,30.00,0.00,22.00,11.40
2026-05-20 14:22:50,27.50,32,2854,0.70,,30.00,0.00,22.00,11.40
2026-05-20 14:23:21,27.48,32,2854,0.50,,30.00,0.00,22.00,11.40
2026-05-20 14:23:51,27.45,32,2854,0.50,,30.00,0.00,21.90,11.40
2026-05-20 14:24:22,27.43,32,2854,0.90,,31.00,0.00,21.90,11.40
2026-05-20 14:24:52,27.42,33,2854,1.20,,31.00,1.00,21.90,11.40
2026-05-20 14:25:23,27.36,33,2854,0.70,,31.00,1.00,21.90,11.40
2026-05-20 14:25:53,27.30,33,2854,2.70,,31.00,0.00,22.00,11.40
2026-05-20 14:26:24,27.30,33,2854,8.30,,31.00,0.00,22.10,11.40
2026-05-20 14:26:55,27.27,33,2854,0.60,,31.00,0.00,22.10,11.40
2026-05-20 14:27:25,27.26,33,2854,0.50,,31.00,0.00,22.00,11.40
2026-05-20 14:27:56,27.23,33,2854,0.80,,31.00,0.00,22.00,11.40
2026-05-20 14:28:26,27.20,33,2854,1.30,,31.00,0.00,22.00,11.40
2026-05-20 14:28:57,27.20,33,2854,4.40,,31.00,0.00,22.00,11.40
2026-05-20 14:29:27,27.17,33,2858,0.80,,31.00,0.00,22.00,11.40
2026-05-20 14:29:58,27.15,34,2858,0.80,,31.00,0.00,22.00,11.40
2026-05-20 14:30:28,27.12,34,2858,0.70,,31.00,0.00,22.00,11.40
2026-05-20 14:30:59,27.10,34,2858,1.00,,31.00,0.00,22.00,11.40
2026-05-20 14:31:29,27.07,34,2858,0.60,,31.00,0.00,22.00,11.40
2026-05-20 14:32:00,27.04,34,2858,0.30,,31.00,0.00,22.00,11.40
2026-05-20 14:32:30,27.00,34,2858,0.50,,31.00,0.00,22.00,11.40
2026-05-20 14:33:01,27.02,34,2858,1.90,,31.00,1.00,22.00,11.40
2026-05-20 14:33:31,26.97,33,2858,1.10,,31.00,0.00,22.00,11.40
2026-05-20 14:34:02,26.97,33,2858,5.40,,31.00,0.00,22.00,11.40
2026-05-20 14:34:32,26.94,33,2850,0.60,,31.00,0.00,22.00,11.40
2026-05-20 14:35:03,26.92,33,2850,0.40,,31.00,0.00,22.00,11.40
2026-05-20 14:35:34,26.90,33,2850,0.70,,30.00,0.00,22.00,11.40
2026-05-20 14:36:04,26.84,33,2850,1.60,,30.00,0.00,22.00,11.40
2026-05-20 14:36:35,26.84,33,2850,0.80,,30.00,0.00,22.10,11.40
2026-05-20 14:37:05,26.80,33,2850,1.00,,30.00,0.00,22.10,11.40
2026-05-20 14:37:36,26.75,32,2850,1.20,,30.00,0.00,22.00,11.40
2026-05-20 14:38:06,26.71,32,2850,0.50,,30.00,0.00,22.00,11.40
2026-05-20 14:38:37,26.69,32,2850,0.70,,30.00,0.00,22.00,11.40
2026-05-20 14:39:07,26.66,33,2850,0.60,,30.00,1.00,22.00,11.40
2026-05-20 14:39:38,26.62,33,2850,0.80,,30.00,0.00,22.00,11.40
2026-05-20 14:40:08,26.63,33,2850,1.20,,30.00,0.00,22.00,11.40
2026-05-20 14:40:39,26.57,33,2850,0.60,,30.00,0.00,22.00,11.40
2026-05-20 14:41:09,26.54,33,2850,0.40,,30.00,0.00,22.00,11.40
2026-05-20 14:41:40,26.53,33,2850,2.40,,30.00,0.00,22.00,11.40
2026-05-20 14:42:10,26.49,33,2850,0.60,,30.00,0.00,22.00,11.40
2026-05-20 14:42:41,26.50,33,2850,0.60,,30.00,0.00,22.00,11.40
2026-05-20 14:43:11,26.45,33,2850,1.00,,30.00,0.00,22.00,11.40
2026-05-20 14:43:42,26.46,33,2850,0.60,,30.00,1.00,22.00,11.40
2026-05-20 14:44:12,26.42,33,2843,0.60,,30.00,0.00,22.00,11.40
2026-05-20 14:44:43,26.41,33,2843,0.80,,30.00,0.00,22.00,11.40
2026-05-20 14:45:13,26.39,33,2843,0.80,,31.00,0.00,22.00,11.40
2026-05-20 14:45:44,26.38,33,2843,0.80,,31.00,0.00,22.00,11.40
2026-05-20 14:46:14,26.37,33,2843,0.80,,31.00,0.00,22.00,11.40
2026-05-20 14:46:45,26.37,33,2843,1.10,,31.00,0.00,22.00,11.40
2026-05-20 14:47:15,26.33,34,2843,0.60,,31.00,0.00,22.00,11.40
2026-05-20 14:47:46,26.33,34,2843,1.00,,31.00,0.00,22.00,11.40
2026-05-20 14:48:16,26.28,34,2843,0.40,,31.00,0.00,22.00,11.40
2026-05-20 14:48:47,26.28,34,2843,0.60,,31.00,0.00,22.00,11.40
2026-05-20 14:49:17,26.26,34,2847,0.90,,31.00,0.00,22.00,11.40
2026-05-20 14:49:48,26.25,34,2847,0.40,,31.00,0.00,22.00,11.40
2026-05-20 14:50:18,26.25,35,2847,0.40,,31.00,0.00,22.00,11.40
2026-05-20 14:50:49,26.21,34,2847,1.40,,31.00,1.00,22.00,11.40
2026-05-20 14:51:19,26.20,34,2847,0.40,,31.00,0.00,22.00,11.40
2026-05-20 14:51:50,26.19,34,2847,0.50,,31.00,0.00,22.00,11.40
2026-05-20 14:52:21,26.23,34,2847,0.90,,31.00,0.00,22.10,11.40
2026-05-20 14:52:51,26.19,34,2847,0.80,,31.00,0.00,22.00,11.40
2026-05-20 14:53:22,26.17,34,2847,4.40,,31.00,0.00,22.00,11.40
2026-05-20 14:53:52,26.18,34,2847,0.70,,31.00,0.00,22.10,11.40
2026-05-20 14:54:23,26.18,34,2844,0.60,,30.00,0.00,22.10,11.40
2026-05-20 14:54:53,26.18,34,2844,0.60,,30.00,0.00,22.10,11.40
2026-05-20 14:55:24,26.15,33,2844,2.10,,30.00,2.00,22.10,11.40
2026-05-20 14:55:54,26.14,33,2844,0.40,,30.00,0.00,22.00,11.40
2026-05-20 14:56:25,26.11,33,2844,0.20,,30.00,0.00,22.10,11.40
2026-05-20 14:56:55,26.07,33,2844,1.40,,30.00,0.00,22.10,11.40
2026-05-20 14:57:26,26.08,33,2844,3.20,,30.00,0.00,22.10,11.40
2026-05-20 14:57:56,26.02,33,2844,10.20,,30.00,0.00,22.10,11.40
2026-05-20 14:58:27,26.00,33,2844,1.00,,30.00,0.00,22.10,11.40
2026-05-20 14:58:57,26.02,33,2844,0.60,,30.00,0.00,22.10,11.40
2026-05-20 14:59:28,25.98,33,2841,0.30,,30.00,0.00,22.10,11.40
2026-05-20 14:59:58,25.98,33,2841,0.60,,30.00,0.00,22.10,11.40
2026-05-20 15:00:29,25.98,33,2841,0.40,,30.00,0.00,22.00,11.40
2026-05-20 15:00:59,25.96,33,2841,4.30,,30.00,0.00,22.10,11.40
2026-05-20 15:01:30,25.95,33,2841,0.70,,30.00,0.00,22.00,11.40
2026-05-20 15:02:00,25.94,33,2841,1.20,,30.00,0.00,22.10,11.40
2026-05-20 15:02:31,25.94,33,2841,3.30,,30.00,0.00,22.10,11.40
2026-05-20 15:03:01,25.94,33,2841,0.50,,31.00,0.00,22.10,11.40
2026-05-20 15:03:32,25.92,33,2841,0.60,,30.00,0.00,22.00,11.40
2026-05-20 15:04:02,25.91,34,2841,1.00,,31.00,0.00,22.10,11.40
2026-05-20 15:04:33,25.92,34,2842,3.20,,31.00,0.00,22.00,11.40
2026-05-20 15:05:03,25.94,34,2842,0.70,,31.00,0.00,22.10,11.40
2026-05-20 15:05:34,25.88,34,2842,1.20,,31.00,0.00,22.00,11.40
2026-05-20 15:06:04,25.92,34,2842,0.70,,31.00,0.00,22.00,11.40
2026-05-20 15:06:35,25.90,34,2842,0.60,,31.00,0.00,22.10,11.40
2026-05-20 15:07:05,25.91,34,2842,0.70,,31.00,1.00,22.10,11.40
2026-05-20 15:07:36,25.90,35,2842,1.50,,31.00,0.00,22.00,11.40
2026-05-20 15:08:06,25.89,35,2842,0.50,,31.00,0.00,22.10,11.40
2026-05-20 15:08:37,25.88,35,2842,0.50,,31.00,1.00,22.10,11.40
2026-05-20 15:09:07,25.85,35,2842,0.80,,31.00,0.00,22.10,11.40
2026-05-20 15:09:38,25.86,35,2837,0.70,,31.00,0.00,22.10,11.40
2026-05-20 15:10:09,25.82,35,2837,0.60,,31.00,0.00,22.10,11.40
